2026-06-21 19:07:34.188596,55.52,185,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_36.jpg
2026-06-21 19:07:34.683908,54.76,190,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_37.jpg
2026-06-21 19:07:35.146807,51.7,195,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_38.jpg
2026-06-21 19:07:35.589050,57.78,200,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_39.jpg
2026-06-21 19:07:36.023980,53.83,205,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_40.jpg
2026-06-21 19:07:36.571916,53.57,210,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_41.jpg
2026-06-21 19:07:37.044575,51.95,215,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_42.jpg
2026-06-21 19:07:37.488745,55.1,220,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_43.jpg
2026-06-21 19:07:37.957326,51.61,225,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_44.jpg
2026-06-21 19:07:38.428024,44.0,230,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_45.jpg
2026-06-21 19:07:38.863701,44.71,235,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_46.jpg
2026-06-21 19:07:39.321867,44.9,240,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_47.jpg
2026-06-21 19:07:39.738322,44.15,245,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_48.jpg
2026-06-21 19:07:40.229732,41.87,250,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_49.jpg
2026-06-21 19:07:40.651374,42.92,255,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_50.jpg
2026-06-21 19:07:45.582452,41.56,310,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_51.jpg
2026-06-21 19:07:46.008286,45.7,315,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_52.jpg
2026-06-21 19:07:46.435897,43.27,320,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\match_53.jpg
2026-06-21 20:53:09.353941,60.32,171,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\track_1.jpg
2026-06-21 21:40:04,MC001,1,60.32,171,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\track_1.jpg
2026-06-22 00:15:16,MC001,1,63.13,157,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\track_1.jpg
2026-07-06 10:39:46,MC001,1,60.32,171,C:\Users\mjayk\Documents\Internship and Projects\missing-child-recovery-ai\data\alerts\track_1.jpg
